;Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
4588;raw_000002_000328.ppm;160;171;14;15;147;157;2
4589;raw_000002_000329.ppm;178;184;16;16;162;169;2
4590;raw_000002_000330.ppm;43;43;6;6;38;38;2
4591;raw_000002_000331.ppm;43;42;6;5;38;37;2
4592;raw_000002_000332.ppm;43;42;6;5;38;37;2
4593;raw_000002_000333.ppm;42;42;5;5;37;37;2
4594;raw_000002_000334.ppm;43;42;6;5;38;37;2
4595;raw_000002_000335.ppm;42;44;5;6;37;39;2
4596;raw_000002_000336.ppm;44;44;6;5;38;39;2
4597;raw_000002_000337.ppm;44;46;5;6;39;41;2
4598;raw_000002_000338.ppm;44;44;5;5;39;39;2
4599;raw_000002_000339.ppm;46;46;6;6;41;41;2
4600;raw_000002_000340.ppm;47;46;6;5;42;41;2
4601;raw_000002_000341.ppm;46;46;5;5;41;41;2
4602;raw_000002_000342.ppm;49;47;6;5;43;42;2
4603;raw_000002_000343.ppm;49;49;5;5;44;44;2
4604;raw_000002_000344.ppm;49;50;5;6;44;45;2
4605;raw_000002_000345.ppm;51;51;5;5;46;46;2
4606;raw_000002_000346.ppm;52;52;5;5;47;47;2
4607;raw_000002_000347.ppm;54;55;5;6;49;50;2
4608;raw_000002_000348.ppm;58;56;6;5;52;51;2
4609;raw_000002_000349.ppm;58;58;5;5;53;53;2
4610;raw_000002_000350.ppm;62;62;5;5;57;57;2
4611;raw_000002_000351.ppm;65;66;6;6;60;60;2
4612;raw_000002_000352.ppm;70;70;6;6;64;64;2
4613;raw_000002_000353.ppm;75;75;7;7;69;69;2
4614;raw_000002_000354.ppm;81;82;7;8;74;74;2
4615;raw_000002_000355.ppm;87;86;7;7;80;79;2
4616;raw_000002_000356.ppm;98;97;8;9;90;89;2
4617;raw_000002_000357.ppm;108;103;9;9;99;94;2
4618;raw_000002_000358.ppm;120;116;11;11;110;106;2
4619;raw_000002_000359.ppm;141;134;12;12;129;123;2
4620;raw_000002_000360.ppm;43;43;5;5;38;38;2
4621;raw_000002_000361.ppm;43;44;5;6;38;39;2
4622;raw_000002_000362.ppm;43;44;5;6;38;39;2
4623;raw_000002_000363.ppm;43;43;5;5;38;38;2
4624;raw_000002_000364.ppm;44;44;6;6;39;39;2
4625;raw_000002_000365.ppm;44;43;5;5;38;38;2
4626;raw_000002_000366.ppm;45;44;6;5;40;39;2
4627;raw_000002_000367.ppm;44;45;5;6;39;40;2
4628;raw_000002_000368.ppm;44;45;5;6;39;40;2
4629;raw_000002_000369.ppm;45;45;5;5;40;40;2
4630;raw_000002_000370.ppm;45;45;5;5;40;40;2
4631;raw_000002_000371.ppm;45;45;5;5;40;40;2
4632;raw_000002_000372.ppm;47;46;6;5;41;40;2
4633;raw_000002_000373.ppm;46;46;5;5;41;41;2
4634;raw_000002_000374.ppm;47;47;5;5;42;42;2
4635;raw_000002_000375.ppm;47;48;5;6;42;43;2
4636;raw_000002_000376.ppm;49;49;6;6;44;44;2
4637;raw_000002_000377.ppm;49;49;6;6;44;44;2
4638;raw_000002_000378.ppm;50;49;6;5;45;44;2
4639;raw_000002_000379.ppm;52;52;6;6;47;47;2
4640;raw_000002_000380.ppm;51;52;5;6;46;47;2
4641;raw_000002_000381.ppm;54;54;6;6;48;48;2
4642;raw_000002_000382.ppm;55;54;6;5;49;48;2
4643;raw_000002_000383.ppm;54;55;5;6;49;50;2
4644;raw_000002_000384.ppm;56;55;6;5;51;50;2
4645;raw_000002_000385.ppm;56;57;5;6;51;52;2
4646;raw_000002_000386.ppm;58;57;5;5;52;52;2
4647;raw_000002_000387.ppm;59;60;5;6;54;55;2
4648;raw_000002_000388.ppm;63;62;6;6;58;57;2
4649;raw_000002_000389.ppm;65;63;6;5;60;58;2
4650;raw_000002_000390.ppm;39;40;6;6;34;35;2
4651;raw_000002_000391.ppm;38;38;6;6;33;33;2
4652;raw_000002_000392.ppm;36;39;5;5;31;34;2
4653;raw_000002_000393.ppm;39;39;6;5;34;34;2
4654;raw_000002_000394.ppm;41;41;6;5;36;36;2
4655;raw_000002_000395.ppm;43;43;6;5;38;38;2
4656;raw_000002_000396.ppm;45;46;6;6;40;41;2
4657;raw_000002_000397.ppm;48;50;5;6;43;45;2
4658;raw_000002_000398.ppm;51;52;6;6;46;47;2
4659;raw_000002_000399.ppm;53;53;6;5;48;48;2
4660;raw_000002_000400.ppm;57;57;6;5;52;52;2
4661;raw_000002_000401.ppm;63;63;6;5;58;58;2
4662;raw_000002_000402.ppm;68;68;6;7;62;62;2
4663;raw_000002_000403.ppm;70;72;6;7;64;66;2
4664;raw_000002_000404.ppm;74;75;6;6;68;69;2
4665;raw_000002_000405.ppm;80;80;7;8;73;73;2
4666;raw_000002_000406.ppm;86;87;7;7;79;80;2
4667;raw_000002_000407.ppm;88;87;7;7;81;80;2
4668;raw_000002_000408.ppm;93;91;9;8;85;83;2
4669;raw_000002_000409.ppm;94;95;8;8;86;87;2
4670;raw_000002_000410.ppm;94;94;8;9;86;86;2
4671;raw_000002_000411.ppm;97;96;9;9;89;88;2
4672;raw_000002_000412.ppm;99;99;9;8;91;91;2
4673;raw_000002_000413.ppm;107;104;10;10;98;95;2
4674;raw_000002_000414.ppm;112;111;9;9;103;102;2
4675;raw_000002_000415.ppm;121;122;11;11;111;112;2
4676;raw_000002_000416.ppm;136;140;11;13;125;128;2
4677;raw_000002_000417.ppm;157;157;14;13;144;144;2
4678;raw_000002_000418.ppm;177;177;16;15;162;162;2
4679;raw_000002_000419.ppm;216;211;18;18;198;193;2
4680;raw_000002_000420.ppm;38;46;5;5;33;41;2
4681;raw_000002_000421.ppm;39;47;6;5;34;42;2
4682;raw_000002_000422.ppm;39;49;5;5;34;43;2
4683;raw_000002_000423.ppm;41;52;6;6;36;46;2
4684;raw_000002_000424.ppm;41;52;6;6;36;47;2
4685;raw_000002_000425.ppm;42;54;5;6;37;49;2
4686;raw_000002_000426.ppm;44;56;5;6;38;50;2
4687;raw_000002_000427.ppm;47;57;6;5;42;52;2
4688;raw_000002_000428.ppm;50;59;6;6;44;54;2
4689;raw_000002_000429.ppm;52;60;6;6;47;55;2
4690;raw_000002_000430.ppm;55;62;6;5;49;57;2
4691;raw_000002_000431.ppm;56;66;6;6;51;60;2
4692;raw_000002_000432.ppm;59;70;6;7;54;64;2
4693;raw_000002_000433.ppm;63;72;6;6;57;66;2
4694;raw_000002_000434.ppm;65;75;6;6;60;69;2
4695;raw_000002_000435.ppm;69;81;6;8;63;74;2
4696;raw_000002_000436.ppm;70;84;6;8;64;77;2
4697;raw_000002_000437.ppm;73;86;7;7;67;79;2
4698;raw_000002_000438.ppm;81;91;8;8;73;83;2
4699;raw_000002_000439.ppm;84;95;7;8;77;87;2
4700;raw_000002_000440.ppm;92;99;9;9;84;91;2
4701;raw_000002_000441.ppm;97;107;8;9;89;98;2
4702;raw_000002_000442.ppm;101;109;9;9;93;100;2
4703;raw_000002_000443.ppm;109;119;10;11;100;109;2
4704;raw_000002_000444.ppm;117;127;10;11;106;116;2
4705;raw_000002_000445.ppm;122;133;11;12;112;122;2
4706;raw_000002_000446.ppm;130;142;11;13;118;130;2
4707;raw_000002_000447.ppm;137;149;12;12;126;136;2
4708;raw_000002_000448.ppm;147;160;13;14;135;146;2
4709;raw_000002_000449.ppm;166;180;14;15;152;165;2
4710;raw_000002_000450.ppm;31;31;5;5;26;26;2
4711;raw_000002_000451.ppm;33;32;6;5;28;27;2
4712;raw_000002_000452.ppm;34;33;6;5;29;28;2
4713;raw_000002_000453.ppm;35;34;6;5;30;29;2
4714;raw_000002_000454.ppm;35;35;5;5;30;30;2
4715;raw_000002_000455.ppm;37;37;6;6;32;32;2
4716;raw_000002_000456.ppm;37;36;6;5;32;31;2
4717;raw_000002_000457.ppm;38;38;6;6;33;33;2
4718;raw_000002_000458.ppm;40;40;6;6;35;35;2
4719;raw_000002_000459.ppm;40;40;6;6;35;35;2
4720;raw_000002_000460.ppm;42;41;6;5;37;36;2
4721;raw_000002_000461.ppm;43;44;5;6;38;39;2
4722;raw_000002_000462.ppm;46;46;6;6;41;41;2
4723;raw_000002_000463.ppm;46;45;6;5;41;40;2
4724;raw_000002_000464.ppm;48;47;6;5;43;42;2
4725;raw_000002_000465.ppm;51;51;6;6;46;46;2
4726;raw_000002_000466.ppm;53;53;6;6;48;48;2
4727;raw_000002_000467.ppm;56;55;6;5;51;50;2
4728;raw_000002_000468.ppm;58;58;5;5;53;53;2
4729;raw_000002_000469.ppm;61;61;5;5;56;56;2
4730;raw_000002_000470.ppm;67;67;6;6;61;61;2
4731;raw_000002_000471.ppm;72;72;6;6;66;66;2
4732;raw_000002_000472.ppm;80;80;8;8;73;73;2
4733;raw_000002_000473.ppm;84;84;7;7;77;77;2
4734;raw_000002_000474.ppm;93;92;9;8;85;84;2
4735;raw_000002_000475.ppm;100;101;8;9;92;93;2
4736;raw_000002_000476.ppm;111;110;9;9;102;101;2
4737;raw_000002_000477.ppm;125;122;11;10;115;112;2
4738;raw_000002_000478.ppm;140;140;12;12;128;128;2
4739;raw_000002_000479.ppm;161;159;14;14;148;146;2
4740;raw_000002_000480.ppm;58;58;6;6;53;53;2
4741;raw_000002_000481.ppm;58;58;6;6;53;53;2
4742;raw_000002_000482.ppm;58;58;6;6;53;53;2
4743;raw_000002_000483.ppm;57;57;5;5;52;52;2
4744;raw_000002_000484.ppm;58;57;6;5;53;52;2
4745;raw_000002_000485.ppm;58;57;6;5;53;52;2
4746;raw_000002_000486.ppm;57;57;5;5;52;52;2
4747;raw_000002_000487.ppm;57;57;5;5;52;52;2
4748;raw_000002_000488.ppm;57;58;5;6;52;53;2
4749;raw_000002_000489.ppm;59;59;6;6;54;54;2
4750;raw_000002_000490.ppm;60;59;6;6;54;54;2
4751;raw_000002_000491.ppm;60;61;5;6;55;56;2
4752;raw_000002_000492.ppm;60;60;5;5;55;55;2
4753;raw_000002_000493.ppm;60;61;5;6;55;56;2
4754;raw_000002_000494.ppm;62;61;6;5;57;56;2
4755;raw_000002_000495.ppm;63;64;5;6;58;58;2
4756;raw_000002_000496.ppm;64;63;5;5;59;58;2
4757;raw_000002_000497.ppm;67;64;6;5;61;59;2
4758;raw_000002_000498.ppm;68;68;6;7;62;62;2
4759;raw_000002_000499.ppm;70;71;6;7;64;64;2
4760;raw_000002_000500.ppm;73;73;7;7;67;67;2
4761;raw_000002_000501.ppm;75;75;6;7;69;69;2
4762;raw_000002_000502.ppm;79;76;7;6;72;70;2
4763;raw_000002_000503.ppm;81;81;7;8;74;74;2
4764;raw_000002_000504.ppm;84;84;7;8;76;77;2
4765;raw_000002_000505.ppm;88;88;8;8;81;81;2
4766;raw_000002_000506.ppm;93;93;8;9;84;84;2
4767;raw_000002_000507.ppm;97;96;8;8;89;87;2
4768;raw_000002_000508.ppm;108;106;10;10;99;97;2
4769;raw_000002_000509.ppm;115;112;10;10;105;103;2
4770;raw_000002_000510.ppm;25;26;5;5;20;21;2
4771;raw_000002_000511.ppm;27;28;6;6;22;23;2
4772;raw_000002_000512.ppm;28;28;6;6;22;23;2
4773;raw_000002_000513.ppm;28;28;5;5;23;23;2
4774;raw_000002_000514.ppm;29;30;5;6;23;24;2
4775;raw_000002_000515.ppm;29;30;5;5;24;24;2
4776;raw_000002_000516.ppm;31;32;6;6;26;26;2
4777;raw_000002_000517.ppm;31;32;5;6;26;27;2
4778;raw_000002_000518.ppm;32;33;5;6;27;28;2
4779;raw_000002_000519.ppm;33;34;5;6;28;29;2
4780;raw_000002_000520.ppm;33;33;5;6;27;28;2
4781;raw_000002_000521.ppm;35;36;6;6;30;30;2
4782;raw_000002_000522.ppm;38;37;6;5;33;32;2
4783;raw_000002_000523.ppm;38;40;5;6;33;34;2
4784;raw_000002_000524.ppm;40;40;6;6;35;35;2
4785;raw_000002_000525.ppm;40;41;5;6;34;35;2
4786;raw_000002_000526.ppm;42;41;6;5;37;36;2
4787;raw_000002_000527.ppm;43;44;5;5;38;38;2
4788;raw_000002_000528.ppm;48;47;6;5;42;41;2
4789;raw_000002_000529.ppm;49;50;5;5;44;44;2
4790;raw_000002_000530.ppm;52;53;5;5;47;48;2
4791;raw_000002_000531.ppm;58;58;6;6;52;53;2
4792;raw_000002_000532.ppm;61;63;5;6;55;57;2
4793;raw_000002_000533.ppm;68;69;6;6;62;63;2
4794;raw_000002_000534.ppm;75;76;6;6;68;69;2
4795;raw_000002_000535.ppm;83;86;7;8;76;78;2
4796;raw_000002_000536.ppm;93;94;8;8;84;86;2
4797;raw_000002_000537.ppm;104;106;10;9;95;97;2
4798;raw_000002_000538.ppm;120;124;10;11;110;114;2
4799;raw_000002_000539.ppm;138;142;12;12;126;129;2
4800;raw_000002_000540.ppm;42;42;6;6;37;37;2
4801;raw_000002_000541.ppm;44;44;6;6;38;39;2
4802;raw_000002_000542.ppm;43;44;6;5;38;38;2
4803;raw_000002_000543.ppm;41;42;5;5;36;37;2
4804;raw_000002_000544.ppm;44;44;6;5;39;39;2
4805;raw_000002_000545.ppm;46;46;6;5;41;41;2
4806;raw_000002_000546.ppm;47;47;6;5;42;42;2
4807;raw_000002_000547.ppm;50;50;6;5;45;45;2
4808;raw_000002_000548.ppm;51;52;5;5;46;47;2
4809;raw_000002_000549.ppm;54;58;5;6;49;53;2
4810;raw_000002_000550.ppm;56;56;6;5;50;50;2
4811;raw_000002_000551.ppm;56;57;5;5;51;52;2
4812;raw_000002_000552.ppm;59;60;6;6;53;54;2
4813;raw_000002_000553.ppm;60;60;6;5;55;55;2
4814;raw_000002_000554.ppm;62;63;5;5;57;58;2
4815;raw_000002_000555.ppm;68;68;7;6;62;62;2
4816;raw_000002_000556.ppm;71;71;7;6;65;65;2
4817;raw_000002_000557.ppm;73;75;6;7;67;69;2
4818;raw_000002_000558.ppm;76;78;6;7;69;71;2
4819;raw_000002_000559.ppm;80;81;7;7;73;74;2
4820;raw_000002_000560.ppm;84;84;7;7;76;77;2
4821;raw_000002_000561.ppm;89;90;8;8;81;82;2
4822;raw_000002_000562.ppm;96;96;9;8;88;88;2
4823;raw_000002_000563.ppm;99;104;8;10;91;95;2
4824;raw_000002_000564.ppm;106;110;9;10;97;101;2
4825;raw_000002_000565.ppm;116;119;10;11;106;109;2
4826;raw_000002_000566.ppm;120;123;10;11;110;113;2
4827;raw_000002_000567.ppm;133;135;11;11;122;124;2
4828;raw_000002_000568.ppm;148;147;12;13;136;135;2
4829;raw_000002_000569.ppm;158;161;14;14;145;147;2
4830;raw_000002_000570.ppm;36;40;5;6;31;35;2
4831;raw_000002_000571.ppm;38;41;6;5;32;35;2
4832;raw_000002_000572.ppm;38;41;6;5;33;36;2
4833;raw_000002_000573.ppm;37;42;5;5;32;36;2
4834;raw_000002_000574.ppm;38;44;5;6;32;38;2
4835;raw_000002_000575.ppm;39;45;5;5;33;39;2
4836;raw_000002_000576.ppm;40;46;5;6;35;41;2
4837;raw_000002_000577.ppm;42;46;5;6;37;41;2
4838;raw_000002_000578.ppm;42;46;5;6;37;41;2
4839;raw_000002_000579.ppm;43;46;6;6;38;41;2
4840;raw_000002_000580.ppm;46;45;6;5;40;40;2
4841;raw_000002_000581.ppm;45;45;5;5;40;40;2
4842;raw_000002_000582.ppm;64;72;5;6;59;66;2
4843;raw_000002_000583.ppm;66;73;6;7;60;67;2
4844;raw_000002_000584.ppm;68;74;6;7;62;67;2
4845;raw_000002_000585.ppm;71;74;6;7;64;68;2
4846;raw_000002_000586.ppm;74;77;7;7;68;71;2
4847;raw_000002_000587.ppm;77;81;7;7;70;73;2
4848;raw_000002_000588.ppm;78;82;7;7;71;75;2
4849;raw_000002_000589.ppm;84;87;8;8;76;80;2
4850;raw_000002_000590.ppm;85;92;7;9;77;84;2
4851;raw_000002_000591.ppm;87;95;8;9;79;86;2
4852;raw_000002_000592.ppm;93;98;9;9;85;90;2
4853;raw_000002_000593.ppm;98;100;9;8;89;91;2
4854;raw_000002_000594.ppm;99;104;8;9;91;94;2
4855;raw_000002_000595.ppm;106;108;10;10;97;99;2
4856;raw_000002_000596.ppm;109;111;10;10;100;101;2
4857;raw_000002_000597.ppm;112;115;9;10;103;105;2
4858;raw_000002_000598.ppm;118;121;10;11;108;110;2
4859;raw_000002_000599.ppm;122;123;11;11;112;113;2
4860;raw_000002_000600.ppm;38;41;5;6;33;36;2
4861;raw_000002_000601.ppm;40;44;5;6;34;39;2
4862;raw_000002_000602.ppm;42;45;5;5;36;40;2
4863;raw_000002_000603.ppm;43;47;6;6;38;42;2
4864;raw_000002_000604.ppm;44;47;5;5;38;41;2
4865;raw_000002_000605.ppm;45;48;6;6;40;43;2
4866;raw_000002_000606.ppm;46;49;6;6;40;43;2
4867;raw_000002_000607.ppm;46;50;5;6;41;45;2
4868;raw_000002_000608.ppm;48;50;6;5;43;45;2
4869;raw_000002_000609.ppm;50;54;5;6;45;49;2
4870;raw_000002_000610.ppm;54;56;6;5;49;51;2
4871;raw_000002_000611.ppm;55;60;5;6;50;54;2
4872;raw_000002_000612.ppm;58;60;6;5;52;54;2
4873;raw_000002_000613.ppm;59;63;6;5;54;57;2
4874;raw_000002_000614.ppm;59;66;5;6;54;60;2
4875;raw_000002_000615.ppm;63;70;5;7;58;64;2
4876;raw_000002_000616.ppm;68;73;6;7;62;67;2
4877;raw_000002_000617.ppm;74;81;7;8;68;73;2
4878;raw_000002_000618.ppm;81;86;8;8;73;79;2
4879;raw_000002_000619.ppm;85;94;7;8;78;85;2
4880;raw_000002_000620.ppm;89;96;8;8;82;88;2
4881;raw_000002_000621.ppm;94;100;8;9;86;92;2
4882;raw_000002_000622.ppm;104;105;10;10;95;96;2
4883;raw_000002_000623.ppm;113;110;10;9;104;101;2
4884;raw_000002_000624.ppm;123;122;11;11;113;111;2
4885;raw_000002_000625.ppm;136;135;11;12;124;123;2
4886;raw_000002_000626.ppm;153;149;14;13;139;136;2
4887;raw_000002_000627.ppm;177;171;16;14;161;157;2
4888;raw_000002_000628.ppm;197;193;17;17;180;177;2
4889;raw_000002_000629.ppm;224;219;19;19;205;201;2
4890;raw_000002_000630.ppm;29;30;5;6;24;25;2
4891;raw_000002_000631.ppm;31;31;6;6;26;26;2
4892;raw_000002_000632.ppm;32;32;6;5;27;26;2
4893;raw_000002_000633.ppm;33;34;6;6;28;29;2
4894;raw_000002_000634.ppm;34;36;5;6;28;31;2
4895;raw_000002_000635.ppm;36;36;6;5;30;31;2
4896;raw_000002_000636.ppm;36;38;5;6;30;33;2
4897;raw_000002_000637.ppm;37;40;5;6;32;35;2
4898;raw_000002_000638.ppm;37;40;5;6;32;35;2
4899;raw_000002_000639.ppm;39;41;6;6;34;36;2
4900;raw_000002_000640.ppm;39;43;5;6;34;38;2
4901;raw_000002_000641.ppm;42;44;6;5;36;38;2
4902;raw_000002_000642.ppm;44;46;6;6;38;41;2
4903;raw_000002_000643.ppm;47;48;6;6;42;42;2
4904;raw_000002_000644.ppm;48;49;5;6;43;44;2
4905;raw_000002_000645.ppm;50;50;5;5;44;44;2
4906;raw_000002_000646.ppm;52;52;5;5;47;47;2
4907;raw_000002_000647.ppm;55;56;5;5;50;51;2
4908;raw_000002_000648.ppm;57;58;5;5;52;52;2
4909;raw_000002_000649.ppm;61;60;6;5;55;55;2
4910;raw_000002_000650.ppm;63;65;6;5;58;59;2
4911;raw_000002_000651.ppm;70;73;6;6;64;67;2
4912;raw_000002_000652.ppm;76;81;6;7;70;74;2
4913;raw_000002_000653.ppm;86;92;8;9;79;84;2
4914;raw_000002_000654.ppm;97;102;9;9;89;93;2
4915;raw_000002_000655.ppm;110;116;10;11;100;106;2
4916;raw_000002_000656.ppm;119;124;10;10;109;114;2
4917;raw_000002_000657.ppm;132;141;11;13;121;129;2
4918;raw_000002_000658.ppm;145;155;13;14;133;141;2
4919;raw_000002_000659.ppm;159;170;14;15;145;155;2
4920;raw_000002_000660.ppm;35;37;6;6;30;32;2
4921;raw_000002_000661.ppm;34;36;5;6;29;31;2
4922;raw_000002_000662.ppm;35;36;5;5;30;31;2
4923;raw_000002_000663.ppm;35;37;5;6;30;32;2
4924;raw_000002_000664.ppm;37;37;6;5;32;32;2
4925;raw_000002_000665.ppm;37;40;5;6;32;35;2
4926;raw_000002_000666.ppm;40;41;6;5;34;36;2
4927;raw_000002_000667.ppm;40;42;6;5;35;36;2
4928;raw_000002_000668.ppm;42;43;6;5;37;38;2
4929;raw_000002_000669.ppm;43;45;5;5;38;40;2
4930;raw_000002_000670.ppm;44;46;6;6;39;41;2
4931;raw_000002_000671.ppm;45;47;6;5;40;42;2
4932;raw_000002_000672.ppm;46;50;6;6;41;45;2
4933;raw_000002_000673.ppm;48;52;6;6;43;47;2
4934;raw_000002_000674.ppm;50;53;6;6;45;48;2
4935;raw_000002_000675.ppm;50;55;5;5;45;50;2
4936;raw_000002_000676.ppm;54;57;6;5;48;52;2
4937;raw_000002_000677.ppm;56;61;6;6;51;56;2
4938;raw_000002_000678.ppm;58;62;6;5;53;57;2
4939;raw_000002_000679.ppm;59;69;5;7;54;63;2
4940;raw_000002_000680.ppm;62;71;5;6;57;65;2
4941;raw_000002_000681.ppm;69;76;7;7;63;70;2
4942;raw_000002_000682.ppm;70;82;6;8;64;75;2
4943;raw_000002_000683.ppm;75;87;7;8;69;80;2
4944;raw_000002_000684.ppm;81;95;8;9;74;87;2
4945;raw_000002_000685.ppm;85;104;8;9;78;95;2
4946;raw_000002_000686.ppm;92;115;8;10;84;105;2
4947;raw_000002_000687.ppm;97;124;8;11;89;114;2
4948;raw_000002_000688.ppm;107;135;9;12;97;124;2
4949;raw_000002_000689.ppm;116;148;10;13;106;136;2
4950;raw_000002_000690.ppm;34;34;5;5;29;29;2
4951;raw_000002_000691.ppm;36;37;5;6;31;32;2
4952;raw_000002_000692.ppm;36;38;5;6;31;33;2
4953;raw_000002_000693.ppm;39;38;6;5;34;33;2
4954;raw_000002_000694.ppm;39;40;6;6;34;35;2
4955;raw_000002_000695.ppm;39;38;6;5;34;33;2
4956;raw_000002_000696.ppm;40;43;5;6;35;38;2
4957;raw_000002_000697.ppm;42;43;6;6;37;38;2
4958;raw_000002_000698.ppm;43;43;6;5;38;38;2
4959;raw_000002_000699.ppm;44;44;6;5;39;39;2
4960;raw_000002_000700.ppm;45;44;6;5;40;39;2
4961;raw_000002_000701.ppm;46;47;5;5;41;42;2
4962;raw_000002_000702.ppm;47;49;5;6;42;44;2
4963;raw_000002_000703.ppm;49;51;5;6;44;46;2
4964;raw_000002_000704.ppm;52;52;6;6;47;47;2
4965;raw_000002_000705.ppm;54;53;6;5;49;48;2
4966;raw_000002_000706.ppm;54;55;5;6;49;50;2
4967;raw_000002_000707.ppm;56;57;5;5;51;52;2
4968;raw_000002_000708.ppm;58;60;5;5;53;55;2
4969;raw_000002_000709.ppm;61;62;5;6;56;57;2
4970;raw_000002_000710.ppm;63;65;6;6;58;60;2
4971;raw_000002_000711.ppm;65;68;6;7;60;62;2
4972;raw_000002_000712.ppm;69;71;6;7;63;65;2
4973;raw_000002_000713.ppm;74;73;7;6;68;67;2
4974;raw_000002_000714.ppm;77;76;7;6;71;70;2
4975;raw_000002_000715.ppm;81;82;7;8;74;75;2
4976;raw_000002_000716.ppm;83;84;8;8;76;77;2
4977;raw_000002_000717.ppm;87;88;7;7;80;81;2
4978;raw_000002_000718.ppm;97;96;9;8;89;88;2
4979;raw_000002_000719.ppm;99;100;9;8;91;92;2
4980;raw_000002_000720.ppm;26;27;6;6;21;21;2
4981;raw_000002_000721.ppm;26;27;5;6;21;22;2
4982;raw_000002_000722.ppm;27;27;6;6;22;22;2
4983;raw_000002_000723.ppm;26;28;5;6;21;22;2
4984;raw_000002_000724.ppm;28;27;6;6;23;22;2
4985;raw_000002_000725.ppm;30;28;6;5;25;23;2
4986;raw_000002_000726.ppm;31;30;6;6;26;25;2
4987;raw_000002_000727.ppm;32;31;6;6;27;26;2
4988;raw_000002_000728.ppm;31;32;5;6;25;26;2
4989;raw_000002_000729.ppm;33;33;6;6;27;27;2
4990;raw_000002_000730.ppm;32;33;5;6;26;28;2
4991;raw_000002_000731.ppm;32;33;5;5;27;27;2
4992;raw_000002_000732.ppm;35;35;5;5;29;29;2
4993;raw_000002_000733.ppm;35;35;5;5;30;30;2
4994;raw_000002_000734.ppm;36;36;5;5;31;31;2
4995;raw_000002_000735.ppm;38;39;5;6;32;33;2
4996;raw_000002_000736.ppm;40;40;5;5;35;35;2
4997;raw_000002_000737.ppm;42;43;5;6;37;38;2
4998;raw_000002_000738.ppm;41;42;5;6;36;37;2
4999;raw_000002_000739.ppm;44;43;6;5;39;38;2
5000;raw_000002_000740.ppm;47;47;6;6;41;41;2
5001;raw_000002_000741.ppm;48;47;6;5;43;42;2
5002;raw_000002_000742.ppm;51;49;6;5;46;44;2
5003;raw_000002_000743.ppm;52;52;6;5;47;47;2
5004;raw_000002_000744.ppm;53;54;6;6;47;48;2
5005;raw_000002_000745.ppm;56;55;6;6;50;50;2
5006;raw_000002_000746.ppm;57;57;6;6;52;52;2
5007;raw_000002_000747.ppm;60;58;6;5;54;52;2
5008;raw_000002_000748.ppm;60;60;6;6;55;55;2
5009;raw_000002_000749.ppm;61;60;6;5;56;55;2
5010;raw_000002_000750.ppm;27;28;5;5;22;23;2
5011;raw_000002_000751.ppm;29;29;6;5;23;23;2
5012;raw_000002_000752.ppm;30;31;6;6;25;26;2
5013;raw_000002_000753.ppm;29;31;5;6;23;25;2
5014;raw_000002_000754.ppm;29;29;6;5;24;24;2
5015;raw_000002_000755.ppm;31;32;6;6;25;26;2
5016;raw_000002_000756.ppm;30;34;5;6;25;29;2
5017;raw_000002_000757.ppm;31;33;6;5;26;28;2
5018;raw_000002_000758.ppm;32;34;6;6;26;29;2
5019;raw_000002_000759.ppm;30;34;5;6;25;29;2
5020;raw_000002_000760.ppm;32;35;5;5;26;29;2
5021;raw_000002_000761.ppm;34;33;6;5;29;28;2
5022;raw_000002_000762.ppm;37;37;6;6;32;32;2
5023;raw_000002_000763.ppm;39;39;6;6;34;34;2
5024;raw_000002_000764.ppm;38;38;5;5;33;33;2
5025;raw_000002_000765.ppm;41;40;6;5;35;34;2
5026;raw_000002_000766.ppm;42;43;6;5;37;37;2
5027;raw_000002_000767.ppm;45;45;6;5;39;39;2
5028;raw_000002_000768.ppm;45;46;6;6;40;41;2
5029;raw_000002_000769.ppm;46;48;5;6;41;43;2
5030;raw_000002_000770.ppm;48;49;5;5;42;43;2
5031;raw_000002_000771.ppm;49;51;5;6;44;46;2
5032;raw_000002_000772.ppm;53;53;6;5;47;48;2
5033;raw_000002_000773.ppm;55;57;6;5;50;51;2
5034;raw_000002_000774.ppm;56;59;5;6;51;54;2
5035;raw_000002_000775.ppm;60;61;6;5;55;56;2
5036;raw_000002_000776.ppm;63;66;5;6;57;60;2
5037;raw_000002_000777.ppm;69;71;6;7;62;65;2
5038;raw_000002_000778.ppm;73;76;6;6;67;69;2
5039;raw_000002_000779.ppm;83;85;8;7;75;78;2
5040;raw_000003_000000.ppm;65;57;6;6;60;52;3
5041;raw_000003_000001.ppm;68;57;7;5;62;51;3
5042;raw_000003_000002.ppm;68;59;6;6;62;53;3
5043;raw_000003_000003.ppm;69;59;6;6;63;54;3
5044;raw_000003_000004.ppm;71;60;7;6;65;55;3
5045;raw_000003_000005.ppm;72;60;6;5;65;55;3
5046;raw_000003_000006.ppm;73;62;6;6;67;57;3
5047;raw_000003_000007.ppm;75;62;6;5;68;57;3
5048;raw_000003_000008.ppm;77;63;7;5;71;58;3
5049;raw_000003_000009.ppm;81;64;8;5;74;59;3
5050;raw_000003_000010.ppm;81;67;7;6;74;61;3
5051;raw_000003_000011.ppm;83;70;8;7;76;63;3
5052;raw_000003_000012.ppm;84;70;8;7;77;64;3
